PCGS,TAS,PCG14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,H14REL,H14M1,H14M2,H14M4,H14M5,H14M6,H14M7,H14M8,H14M9,H14M10,H14M11,H14M12,H14M13,H14M14,H14M15,H14M16,H14M17,H14M18,H14M19,H14M20,H14M21,H14M22,H14M23,H14M24,H14M25,H14Q3,H14S9,H14S10,H14S19,H14S20,H14S21,H14S22,H14S28,H14CDSHID,H14PSIDFLG,H14INST,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
,1,,,,,,,,1,2,2188,31,0,5,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,2188,5,1962,3,2,133,1,2188,174,1953,4,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2891,4,30,,,3689,4,30,,,3427,2,30,,,6001,2,30,,,586,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018,1,10,,,2082,1,10,2,6
,3,,,,,,1,1,1,2,2188,32,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,2,2019,2013,2188,5,1962,3,3,149,1,2188,174,1953,4,4,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2891,5,30,,,3689,5,30,,,3427,3,30,,,6001,3,30,,,1092,51,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,51,30,2,6,1777,1,10,2,6
1,,1.1,,,,,,,,2,2191,33,0,5,0,0,0,0,0,0,0,32,2,2,1,1,1,0,0,2,2001,2001,2191,9,1959,2,1,998,2,0,0,9999,99,99,2019,3,8,1998,11,2007,11,2006,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,363,1,10,,,7392,2,22,,,2057,1,10,,,2349,1,10,,,703,1,10,,,2,6,1,5,1,3,5,2,5,1,5,1,5,3,3,3,2,3,3,2,2,2,3,3,3,0,3,1,9,9,5,5,5,1246,1,1,4764,1,10,,,6904,1,10,,
1,,1.1,,,,,,,,2,2191,36,0,5,0,0,0,0,0,0,0,32,2,2,1,0,1,1,1,2,1997,1989,2191,10,1962,2,1,995,1,2191,176,1961,2,1,2019,5,2,2002,5,2018,10,2012,5,2007,8,2003,2019,1,9,2016,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,2411,1,10,,,367,1,10,,,5558,2,22,,,6262,1,10,,,1403,1,10,,,2,5,4,5,1,5,1,1,4,1,1,1,1,4,1,2,2,3,4,2,2,2,3,4,4,0,3,1,0,4,5,5,5,1247,1,1,5608,1,10,,,6410,2,20,,
,1,,,,,,1,,,2,2191,38,0,5,0,0,0,0,0,0,0,32,2,2,1,1,1,0,1,2,2009,2005,2191,4,1951,3,3,120,1,2191,173,1949,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7778,51,30,,,0,0,0,,,0,0,0,,,2976,2,40,,,1293,2,40,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5793,2,40,,,5805,1,10,,
,1,,,,,,,,1,2,2191,39,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,0,2,0,0,2191,900,9999,99,99,999,9,2191,940,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,2,3,2012,4,3,2016,3,2013,5,2019,1,99,9999,99,9999,1,0,0,1968,0,1381,2,95,,,469,2,95,,,2010,2,95,,,2241,2,95,,,2884,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,1,10,,,6918,1,10,2,6
,1,,,,,,,,1,2,2191,40,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,0,2,0,0,2191,9,1959,2,2,128,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1381,3,30,,,469,3,30,,,2010,3,30,,,2241,3,30,,,1974,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482,2,30,,,8653,1,10,2,6
,1,,,,,,,,1,2,2191,41,0,0,0,0,0,0,0,0,0,32,2,2,1,1,1,0,0,2,2019,2017,2191,33,1978,3,1,117,2,2191,190,1979,3,1,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,363,2,30,,,7392,3,30,,,2057,2,30,,,2349,2,30,,,703,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4764,2,30,,,6904,51,30,2,5
1,5,1.1,,1,1,1,1,,1,2,2191,182,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,1,3,2015,2015,2191,7,1955,3,3,998,1,2191,179,1958,4,3,2019,2,1,2007,1,2013,99,9999,99,9999,99,9999,2019,1,3,2012,5,99,9999,7,2015,99,9999,9,99,9999,99,9999,5,0,2013,1968,0,1000,3,30,,,956,2,30,4,4,7302,1,10,3,4,8477,1,10,2,5,1638,2,20,2,5,2,6,2,3,1,3,2,5,3,1,5,1,1,3,1,1,2,4,4,1,1,3,4,4,3,0,2,1,1,0,5,5,5,1250,1,1,0,0,0,,,9559,1,10,2,5
1,,1.1,,,,,,,,2,2191,185,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,1,5,0,0,2191,939,9999,99,99,999,9,2191,946,9999,99,99,2019,1,8,1999,99,9999,99,9999,99,9999,99,9999,2019,1,9,2018,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,7800,1,10,,,350,1,10,,,4158,1,10,,,7147,1,10,,,5061,1,10,,,2,6,5,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,4,4,0,4,1,0,1,5,5,4,1249,1,1,6009,1,10,,,8664,1,10,,
,1,,,,,,,,1,2,2191,186,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,1,3,0,0,2191,185,1979,1,1,998,2,2191,34,1979,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7800,2,30,,,350,2,30,,,4158,2,30,,,7147,2,30,,,5061,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009,2,30,,,8664,2,30,2,6
1,,1.1,,,,,,,,2,2191,188,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,0,0,0,0,2191,943,9999,99,99,999,9,2191,938,9999,99,99,2019,3,9,2008,3,2015,10,2010,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7078,2,88,,,7468,2,22,,,3868,2,22,,,8329,2,22,,,1382,2,22,,,2,6,2,4,1,1,3,2,2,2,1,1,1,4,1,1,1,4,4,1,1,3,4,4,4,1,2,1,0,0,2,5,5,1248,1,2,7005,2,22,,,5716,2,22,,
1,,1.1,,,,,,,,2,2195,177,0,0,0,0,0,0,0,0,0,12,2,2,1,1,1,0,1,3,2005,2003,2195,5,1957,4,3,998,4,2195,912,9999,99,99,2019,3,1,2006,4,2012,4,2009,99,9999,99,9999,2019,1,8,2005,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,4225,52,33,,,4552,6,33,,,756,6,33,,,8367,2,20,,,7518,2,20,,,2,6,5,3,1,1,5,1,2,2,5,5,5,2,1,1,1,3,4,2,1,2,3,3,3,1,4,1,2,1,5,5,5,1255,1,2,6907,2,20,,,5668,2,20,,
1,4,1.1,1,1,1,1,,,,2,2195,178,0,0,0,0,0,0,0,0,0,12,2,1,1,1,1,0,1,3,2005,2005,2195,5,1957,4,4,998,1,2195,174,1956,1,1,2019,3,9,2005,7,2013,1,2008,99,9999,99,9999,2019,1,10,2015,5,99,9999,10,2017,99,9999,9,99,9999,99,9999,5,0,2015,1968,0,4225,51,30,5,6,5726,4,47,4,6,6516,1,10,3,5,7010,1,10,2,4,4997,1,10,,,2,7,5,1,1,1,3,1,4,1,1,1,1,4,2,2,1,4,4,2,2,3,4,3,4,1,2,5,0,1,5,5,5,1252,1,1,6391,1,10,,,6859,1,10,,
,2,,,,,,,1,1,2,2195,181,0,0,0,0,0,0,0,0,0,12,2,1,1,0,1,0,1,3,0,0,2195,180,1975,3,1,998,2,2195,175,1975,6,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4525,2,30,,,4321,3,33,,,419,3,33,,,5606,3,33,,,3804,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6732,3,33,2,4,5904,1,10,2,5
,1,,,,,,,,1,2,2195,183,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,1,3,0,0,2195,182,1981,3,1,998,2,2195,175,1975,6,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6292,3,35,,,7805,3,35,,,1282,3,35,,,8032,3,33,,,7093,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107,3,33,,,7349,2,22,2,6
1,,1.1,,,,,,,,2,2195,186,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,1,4,0,0,2195,917,9999,99,99,999,9,2195,919,9999,99,99,2019,4,11,2002,8,2013,10,2007,2,2004,99,9999,2019,1,2,2005,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,4253,2,20,,,3924,2,20,,,135,2,20,,,5817,2,20,,,4276,2,20,,,2,6,5,4,2,2,2,1,1,2,1,1,1,4,2,2,2,3,4,2,2,3,3,4,4,1,3,1,0,0,5,5,5,1253,1,2,2575,2,20,,,5613,2,20,,
,1,,,,,,,,1,2,2196,33,0,5,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2196,30,1970,3,1,99,2,2196,175,1964,3,1,2019,1,8,2014,99,9999,99,9999,99,9999,99,9999,2019,1,8,2016,4,98,2017,5,2014,99,9999,9,99,9999,99,9999,4,0,0,1968,0,3632,3,30,,,2093,3,30,,,429,3,30,,,6076,3,30,,,5425,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,2,40,,,4475,2,40,2,9
,4,,,,1,1,1,,1,2,2196,34,0,5,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2196,30,1970,3,2,78,2,2196,175,1964,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,6,2012,5,99,9999,6,2012,99,9999,9,99,9999,99,9999,5,0,0,1968,0,3632,4,30,,,2093,4,30,,,429,4,30,3,4,6076,4,30,2,4,5425,4,30,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,1,10,,,4475,1,10,2,2
,5,,,,1,1,1,1,1,2,2196,35,0,5,0,0,0,0,0,0,0,12,2,1,1,1,1,0,0,2,2013,2013,2196,30,1970,3,3,125,2,2196,175,1964,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3632,5,30,,,2093,5,30,,,429,5,30,3,6,6076,5,30,2,4,5425,51,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428,1,10,2,6,4410,1,10,2,5
,5,,,,1,1,1,1,1,2,2197,31,0,5,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2197,30,1970,2,1,24,2,2197,911,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6722,3,30,,,8314,3,35,,,1416,3,60,3,6,7537,3,60,2,6,5322,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,1,10,2,6,497,1,10,2,6
1,,1.1,,,,,,,,2,2198,30,0,5,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2198,3,1953,3,1,995,1,2198,170,9998,3,1,2019,5,10,1997,9,2016,11,2013,1,2005,4,1999,2019,1,1,2013,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,1552,1,10,,,120,1,10,,,2099,1,10,,,2861,1,10,,,3357,2,20,,,2,7,2,1,5,5,3,3,3,4,5,1,1,4,2,2,1,4,4,2,2,1,4,4,4,1,4,1,0,0,5,5,5,1257,1,2,1172,2,20,,,2975,2,20,,
,4,,1,1,1,1,,,,2,2198,31,0,5,0,0,0,0,0,0,0,12,2,1,1,1,1,0,0,2,2007,2005,2198,5,1958,2,1,995,1,2198,171,1955,2,1,2019,2,7,2012,8,2017,99,9999,99,9999,99,9999,2019,1,9,2008,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,1397,51,30,5,5,881,52,30,4,5,4566,1,10,3,4,2718,1,10,2,5,1115,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161,1,10,,,2908,1,10,,
1,4,1.1,1,1,1,1,,,,2,2198,32,0,5,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2198,3,1953,3,2,115,4,2198,172,9999,99,99,2019,1,2,2010,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3724,2,30,5,6,3304,2,40,4,5,2052,1,10,3,6,4523,1,10,2,5,2023,1,10,,,2,7,5,5,3,3,5,4,5,2,1,5,1,3,3,1,1,3,4,1,2,3,4,4,4,0,4,5,0,0,5,5,4,1258,1,1,1064,1,10,,,3173,1,10,,
,5,,1,1,1,1,1,,,2,2198,33,0,5,0,0,0,0,0,0,0,12,2,2,1,1,1,0,0,2,2007,2007,2198,5,1958,2,2,111,1,2198,171,1955,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,2,2019,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1397,2,30,5,6,881,51,30,4,6,7613,1,10,3,6,2974,1,10,2,6,1646,1,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189,1,10,,,3432,2,22,,
,4,,,1,1,1,1,,,2,2198,34,0,5,0,0,0,0,0,0,0,12,2,1,1,0,1,0,1,2,2019,2019,2198,3,1953,3,3,998,1,2198,172,1944,98,98,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,1,98,2014,4,9,2014,1,2015,99,9999,9,99,9999,99,9999,4,0,0,1968,0,3724,3,30,,,3304,1,10,4,5,5002,1,10,3,6,3448,1,10,2,6,258,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,1,10,,,2622,1,10,,
,4,,,,,1,1,1,1,2,2198,35,0,5,0,0,0,0,0,0,0,12,2,1,1,1,1,0,0,2,2013,2013,2198,173,1956,2,1,101,1,2198,4,1955,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1926,3,30,,,841,3,30,,,2456,3,30,,,4931,3,30,2,4,4063,51,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737,1,10,2,4,2861,1,10,2,4
,3,,,,,,1,1,1,2,2198,36,0,0,0,0,0,0,0,0,0,12,2,2,1,1,1,0,0,2,2017,2013,2198,173,1956,2,2,133,1,2198,4,1955,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1926,4,30,,,841,4,30,,,2456,4,30,,,4931,4,30,,,4063,52,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053,3,30,2,5,2890,51,30,2,5
,1,,,,,,,,1,2,2198,37,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2198,30,1979,5,1,96,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1552,2,30,,,120,2,30,,,2099,2,30,,,2861,2,30,,,3357,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172,3,33,,,2975,3,33,2,5
1,,1.1,,,,,,,,2,2198,182,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,0,0,0,2198,930,9999,99,99,999,9,2198,928,9999,99,99,2019,2,7,2012,8,2017,99,9999,99,9999,99,9999,2019,1,9,2008,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1397,0,0,,,881,0,0,,,4566,2,20,,,2718,2,20,,,1115,2,20,,,2,7,4,5,3,4,3,3,3,2,1,5,1,4,1,2,1,3,3,2,1,3,4,4,4,1,2,1,0,0,4,5,4,1256,1,2,3161,2,20,,,2908,2,20,,
1,,1.1,,,,,,,,2,2199,34,0,5,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,2,0,0,2199,3,1950,2,2,995,1,2199,170,1933,5,5,2019,3,6,2000,7,2009,6,2007,99,9999,99,9999,2019,1,8,1997,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2088,2,20,,,985,2,20,,,2551,2,20,,,4134,2,20,,,3589,2,20,,,2,6,3,5,3,2,4,4,4,2,1,5,5,4,2,2,1,4,4,2,2,2,4,4,3,1,5,1,20,0,5,5,5,1259,1,2,5062,2,20,,,585,2,20,,
1,,1.1,,,,,,,,2,2201,4,0,5,0,0,0,0,0,0,0,12,2,2,1,1,0,0,0,1,1993,1990,2201,2,1944,2,2,995,1,2201,1,1942,2,2,2011,2,12,2001,4,2004,99,9999,99,9999,99,9999,2019,1,7,2000,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2938,2,20,,,7887,2,20,,,1490,2,20,,,6641,2,20,,,4347,2,20,,,2,6,5,4,1,1,3,3,2,2,1,5,1,3,2,2,2,3,3,2,2,3,3,3,3,1,4,1,20,30,3,3,5,1260,1,2,7324,2,20,,,7261,2,20,,
,1,,,,,1,,,,2,2201,30,0,5,0,0,0,0,0,0,0,12,2,1,1,0,1,0,0,2,0,0,2201,172,1969,2,2,998,1,2201,3,1966,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6145,4,30,,,8165,3,30,,,1865,3,30,,,8533,3,30,2,4,5017,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8455,3,30,,,7124,3,30,,
,5,,,,1,1,1,1,1,2,2201,173,0,5,0,0,0,0,0,0,0,12,2,2,1,0,1,0,0,3,0,0,2201,172,1969,2,1,83,1,2201,3,1966,2,1,2019,1,8,2017,99,9999,99,9999,99,9999,99,9999,2019,2,7,2007,4,2,2014,12,2013,2,2017,1,99,9999,99,9999,1,0,2019,1968,0,6145,3,30,,,8186,2,20,,,786,2,20,3,5,3535,2,20,2,6,619,2,20,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,1,10,2,5,6383,2,20,2,5
,1,,1,,,,,,,2,2205,32,0,5,0,0,0,0,0,0,0,16,2,2,1,0,1,0,1,2,2007,2007,2205,5,1950,2,2,118,1,2205,172,1953,3,3,2019,1,3,2003,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7328,2,22,5,6,0,0,0,,,6063,3,30,,,8434,3,30,,,6836,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994,3,30,,,9246,2,22,,
1,,1.1,,,,,,,,2,2206,30,0,0,0,0,0,0,0,0,0,16,2,2,1,0,1,1,1,2,1992,1981,2206,916,9999,99,99,999,9,2206,3,1952,2,1,2017,2,11,2007,8,2011,99,9999,99,9999,99,9999,2019,1,10,2002,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,6116,2,20,,,6644,2,20,,,6861,2,20,,,7190,2,20,,,7082,2,20,,,2,7,3,1,1,1,2,2,3,2,5,1,1,2,2,2,1,3,4,2,2,3,4,3,4,3,3,5,1,3,5,5,5,1263,1,2,7461,2,20,,,2146,2,20,,
,5,,,,1,1,1,1,1,2,2207,30,0,5,0,0,0,0,0,0,0,8,2,2,1,0,1,0,0,2,0,0,2207,172,1961,2,1,118,1,2207,21,1948,3,98,2019,1,6,2018,99,9999,99,9999,99,9999,99,9999,2019,1,9,2016,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,3712,3,30,,,5516,3,30,,,8108,2,22,3,4,6864,1,10,2,4,7305,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,1,10,2,4,7063,2,20,2,5
,5,,,,1,1,1,1,1,2,2207,31,0,5,0,0,0,0,0,0,0,8,2,2,1,1,1,0,0,2,2013,2011,2207,172,1961,2,2,106,1,2207,21,1948,3,98,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,5,2018,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3712,4,30,,,5516,4,30,,,7128,3,30,3,5,7989,51,30,2,5,8987,51,30,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7791,1,10,2,5,5326,1,10,2,5
1,,1.1,,,,,,,,2,2210,30,0,5,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,2,0,0,2210,170,1944,2,2,995,1,2210,21,1944,2,2,2015,4,10,1990,1,1999,9,1994,9,1992,99,9999,2019,1,3,1992,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,7096,2,20,,,2681,2,20,,,1583,2,20,,,520,2,20,,,1822,2,20,,,2,7,5,1,1,1,3,3,1,1,1,1,1,4,1,1,1,4,4,1,1,3,4,4,4,1,5,1,0,0,5,5,5,1264,1,2,4737,2,20,,,368,2,20,,
,4,,,,,1,1,1,1,2,2210,33,0,5,0,0,0,0,0,0,0,15,2,1,1,0,1,0,0,2,0,0,2210,30,1971,4,2,120,1,2210,174,1968,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7096,3,30,,,2681,3,30,,,1583,3,30,,,520,3,30,2,5,5713,3,60,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701,1,10,2,4,304,1,10,2,5
,3,,,,,,1,1,1,2,2210,35,0,0,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,2,0,0,2210,30,1971,4,3,120,1,2210,174,1968,3,2,2019,3,5,2014,8,2018,10,2016,99,9999,99,9999,2019,1,11,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,7096,4,30,,,2681,4,30,,,1583,4,30,,,520,4,30,,,3157,1,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2,20,2,3,146,2,20,2,5
,1,,,,,,,,1,2,2210,36,0,0,0,0,0,0,0,0,0,15,2,2,1,0,1,0,0,2,0,0,2210,30,1971,4,4,116,1,2210,174,1968,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7096,5,30,,,2681,5,30,,,1583,5,30,,,520,5,30,,,1822,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4737,3,30,,,368,3,30,2,6
1,,1.1,,,,,,,,2,2212,31,0,5,0,0,0,0,0,0,0,26,1,2,1,1,1,0,1,2,2019,1992,2212,2,1940,3,3,995,1,2212,1,1941,3,3,2015,2,8,2008,6,2010,99,9999,99,9999,99,9999,2015,1,2,2005,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,5340,2,20,,,3759,2,20,,,5368,2,20,,,7036,2,20,,,2489,2,20,,,2,6,5,4,2,2,1,1,1,2,5,5,5,3,2,2,1,4,4,2,1,3,4,4,4,3,1,0,0,0,3,5,5,1265,1,2,5083,2,20,,,0,0,0,,
,3,,1,,1,1,,,,2,2219,33,0,5,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,2,2007,2007,2219,170,1952,5,4,103,1,2219,3,1949,5,4,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2089,4,30,5,5,3389,51,30,,,2715,10,30,3,6,5117,2,40,2,5,5853,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127,2,40,,,1067,2,40,,
,4,,,,,1,1,1,1,2,2219,34,0,5,0,0,0,0,0,0,0,5,1,1,1,0,1,0,0,2,0,0,2219,170,1952,5,5,88,1,2219,3,1949,5,5,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2089,5,30,,,3389,4,30,,,2715,3,30,,,3251,2,30,2,5,1493,2,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675,1,10,2,5,1263,1,10,2,6
1,,1.1,,,,,,,,2,2219,170,0,5,0,0,0,0,0,0,0,5,1,2,1,0,1,0,0,5,0,0,2219,906,9999,99,99,999,9,2219,905,9999,99,99,1997,5,7,1973,4,1991,10,1985,10,1983,4,1977,2019,1,12,1971,3,6,2007,99,9999,99,9999,9,99,9999,99,9999,3,0,0,1968,0,2089,2,20,,,3389,2,20,,,2715,1,10,,,3251,1,10,,,1493,1,10,,,2,7,5,5,1,1,1,5,3,1,1,1,1,3,3,3,3,2,3,2,3,2,3,3,3,0,3,1,0,1,5,5,5,1267,1,1,3105,1,10,,,1077,1,10,,
